tier,quality_score,metro,title,best_email,all_emails,email_sources,phone,website,address,google_maps_link,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,owner_name,owner_title,owner_linkedin,additional_team,pocs,top_pain_category,pain_breadth_count,pain_quote_1,pain_quote_2,pain_quote_1_rating,pain_quote_2_rating,recommended_service,recommended_service_url,all_pain_categories,all_recommended_services,crawl_status,research_note,review_count,rating,negative_reviews_1_3_star,reviews_analyzed,website_raw,google_maps_link_raw,website_redirect_target_raw,is_chain_or_dso,chain_reason,website_redirect_mismatch,website_redirect_target,emails_invalid_count,crawled_emails_suspect,phone_invalid,phone_invalid_reason
D,13.05,san francisco,Unity Technologies,,,,,https://www.unity.com,"116 New Montgomery St, San Francisco, CA 94105, United States",https://www.google.com/maps/place/Unity+Technologies/data=!4m7!3m6!1s0x8085807e0f9418f3:0x7e3649eda79cc654!8m2!3d37.7871623!4d-122.4004572!16s%2Fg%2F11b6gbvw13!19sChIJ8xiUD36AhYARVMacp-1JNn4,,,,,,,,,,,,calls_unanswered,1,It's absurd that you can't contact anyone by telephone. Very unresponsive.,,2,,Ezly — AI Communication Assistant (never miss a reply),getezly.com/home,calls_unanswered,,no_email_found,,121,4.7,4,32,https://www.unity.com/,https://www.google.com/maps/place/Unity+Technologies/data=!4m7!3m6!1s0x8085807e0f9418f3:0x7e3649eda79cc654!8m2!3d37.7871623!4d-122.4004572!16s%2Fg%2F11b6gbvw13!19sChIJ8xiUD36AhYARVMacp-1JNn4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
D,11.31,san francisco,BraytonHughes Design Studios,info@bhdstudios.com,info@bhdstudios.com;jnakagawa@dlrgroup.com;rfischbach@dlrgroup.com;towan.kim@dlrgroup.com,gosom_scraper;agent_browser_crawl;agent_browser_crawl;agent_browser_crawl,+1 415-291-8100,http://www.bhdstudios.com,"465 California St #350, San Francisco, CA 94104, United States",https://www.google.com/maps/place/BraytonHughes+Design+Studios/data=!4m7!3m6!1s0x8085807d04a51705:0x66a1d150798f76c4!8m2!3d37.7927806!4d-122.402175!16s%2Fg%2F1tlbtyw5!19sChIJBRelBH2AhYARxHaPeVDRoWY,https://www.facebook.com/BraytonHughes-Design-Studios-224645307552781/,https://www.instagram.com/braytonhughes/,https://www.linkedin.com/company/braytonhughes-design-studios,,,,,,,,,frontline_communication,1,"Just called to speak to the designer who designed the model home at the  villas at fashion island Newport Beach super luxury apartments.
He was the most rude and unprofessional business man.
I asked him if I can speak the to the designer who designed the apartments. First he said “WE ARE SUPER EXPENSIVE”
I told him fine I just would like to know how do I get the same designer. So if I can get the name of the furniture where he got them from I was going to offfer money for his services but instead he answered me, “WE DONT DO FREE SERVICES” and hung up on me.
Maybe he knows how to design but his people skills are terrible. He is not professional as a business man.
Good luck.",,1,,Ezly — AI Communication Assistant (tone + personalization),getezly.com/home,frontline_communication,,ok,,8,4.5,1,2,http://www.bhdstudios.com/,https://www.google.com/maps/place/BraytonHughes+Design+Studios/data=!4m7!3m6!1s0x8085807d04a51705:0x66a1d150798f76c4!8m2!3d37.7927806!4d-122.402175!16s%2Fg%2F1tlbtyw5!19sChIJBRelBH2AhYARxHaPeVDRoWY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,1,FALSE,FALSE,
D,10.04,san francisco,Spiral Scout – AI Implementation & Workflow Automation,team@spiralscout.com,team@spiralscout.com,agent_browser_crawl,+1 415-903-0235,https://spiralscout.com?utm=gmb,"460 31st Ave, San Francisco, CA 94121, United States",https://www.google.com/maps/place/Spiral+Scout+%E2%80%93+AI+Implementation+%26+Workflow+Automation/data=!4m7!3m6!1s0x808580c2ace112e3:0x1a12d2c6b9ef6647!8m2!3d37.780632!4d-122.491025!16s%2Fg%2F11bwkkf81x!19sChIJ4xLhrMKAhYARR2bvucbSEho,https://www.facebook.com/SpiralScout/,,https://am.linkedin.com/in/porfenovich;https://de.linkedin.com/in/knsnika;https://www.linkedin.com/company/spiral-scout;https://www.linkedin.com/in/anna-lapitskaya-486b91133;https://www.linkedin.com/in/hannajazwinska/;https://www.linkedin.com/in/johnnygriffin;https://www.linkedin.com/in/kseniya-yuk/;https://www.linkedin.com/in/lillylo/;https://www.linkedin.com/in/lkiseleva;https://www.linkedin.com/in/nadzeya-rynkevich-47a7b9103/;https://www.linkedin.com/in/olga-chadovich;https://www.linkedin.com/in/wolfyjd,,,,,,,,John Griffin,calls_unanswered,1,"We have attempted to reach out to them multiple times for a complete W9. They are unresponsive. Poor business practice, guys.",,1,,Ezly — AI Communication Assistant (never miss a reply),getezly.com/home,calls_unanswered,,ok,,12,4.7,1,12,https://spiralscout.com/?utm=gmb,https://www.google.com/maps/place/Spiral+Scout+%E2%80%93+AI+Implementation+%26+Workflow+Automation/data=!4m7!3m6!1s0x808580c2ace112e3:0x1a12d2c6b9ef6647!8m2!3d37.780632!4d-122.491025!16s%2Fg%2F11bwkkf81x!19sChIJ4xLhrMKAhYARR2bvucbSEho?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,6.64,san francisco,Jives Media,info@jivesmedia.com,info@jivesmedia.com,agent_browser_crawl,+1 650-420-7455,https://www.jivesmedia.com,"100 Van Ness Ave UNIT 2213, San Francisco, CA 94102, United States",https://www.google.com/maps/place/Jives+Media/data=!4m7!3m6!1s0x808581e9a12555c7:0xe08604aff1829972!8m2!3d37.7766427!4d-122.4192126!16s%2Fg%2F11fszhdv9s!19sChIJx1UloemBhYARcpmC8a8EhuA,https://www.facebook.com/JIVESMEDIA,https://www.instagram.com/jivesmedia/,https://www.linkedin.com/company/jivesmedia/,https://www.yelp.com/biz/jives-media-san-francisco,,https://www.youtube.com/channel/UCxGUZw6Li6nNqgmNgy3nE4w,,,,,,,0,,,,,,,,,ok,,164,5,0,159,https://www.jivesmedia.com/,https://www.google.com/maps/place/Jives+Media/data=!4m7!3m6!1s0x808581e9a12555c7:0xe08604aff1829972!8m2!3d37.7766427!4d-122.4192126!16s%2Fg%2F11fszhdv9s!19sChIJx1UloemBhYARcpmC8a8EhuA?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,6.45,san francisco,Thomas Digital Web Design,,,,+1 415-548-0019,https://thomasdigital.com,"2340 Vallejo St, San Francisco, CA 94123, United States",https://www.google.com/maps/place/Thomas+Digital+Web+Design/data=!4m7!3m6!1s0x808580cffcf64b41:0x4f8709fe103174f4!8m2!3d37.795392!4d-122.435963!16s%2Fg%2F1td65jzk!19sChIJQUv2_M-AhYAR9HQxEP4Jh08,https://www.facebook.com/thomasdigitalsf,,https://www.linkedin.com/company/thomas-digital,,,,,,,,,,0,,,,,,,,,no_email_found,,141,5,0,132,https://thomasdigital.com/,https://www.google.com/maps/place/Thomas+Digital+Web+Design/data=!4m7!3m6!1s0x808580cffcf64b41:0x4f8709fe103174f4!8m2!3d37.795392!4d-122.435963!16s%2Fg%2F1td65jzk!19sChIJQUv2_M-AhYAR9HQxEP4Jh08?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,5.82,san francisco,Proleadsoft,info@proleadsoft.com,info@proleadsoft.com,gosom_scraper,+1 415-723-0776,https://proleadsoft.com,"4686 18th St, San Francisco, CA 94114, United States",https://www.google.com/maps/place/Proleadsoft/data=!4m7!3m6!1s0x808f7c16d0623869:0x6ba93b637d04c231!8m2!3d37.7605507!4d-122.4431679!16s%2Fg%2F11cn926hzl!19sChIJaThi0BZ8j4ARMcIEfWM7qWs,https://www.facebook.com/Prosleadingsoftware,https://www.instagram.com/proleadsoft/,https://www.linkedin.com/company/proleadsoft/,,,,,,,,,,0,,,,,,,,,ok,,87,5,0,87,https://proleadsoft.com/,https://www.google.com/maps/place/Proleadsoft/data=!4m7!3m6!1s0x808f7c16d0623869:0x6ba93b637d04c231!8m2!3d37.7605507!4d-122.4431679!16s%2Fg%2F11cn926hzl!19sChIJaThi0BZ8j4ARMcIEfWM7qWs?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,5.55,san francisco,Smack Happy Design,info@smackhappy.com,info@smackhappy.com,agent_browser_crawl,+1 415-814-5885,https://smackhappy.com,,https://www.google.com/maps/place/Smack+Happy+Design/data=!4m7!3m6!1s0x808f7e2ff9074bd5:0x5e145664bb3aa52!8m2!3d37.878638!4d-122.4203375!16s%2Fg%2F1tf6b8kn!19sChIJ1UsH-S9-j4ARUqqzS2ZF4QU,https://www.facebook.com/smackhappydesign,https://www.instagram.com/smackhappyd/,https://www.linkedin.com/company/smack-happy-design/,https://www.yelp.com/biz/smack-happy-design-san-francisco,,https://www.youtube.com/c/SmackHappyDesignLLC,,,,,,,0,,,,,,,,,ok,,71,5,0,70,https://smackhappy.com/?utm_source=gbp,https://www.google.com/maps/place/Smack+Happy+Design/data=!4m7!3m6!1s0x808f7e2ff9074bd5:0x5e145664bb3aa52!8m2!3d37.878638!4d-122.4203375!16s%2Fg%2F1tf6b8kn!19sChIJ1UsH-S9-j4ARUqqzS2ZF4QU?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,5.5,san francisco,The Design Boutique = Web & SEO,laney@thedesignboutique.com,laney@thedesignboutique.com,agent_browser_crawl,+1 415-890-5934,https://www.thedesignboutique.com,"650 California St 7th floor, San Francisco, CA 94108, United States",https://www.google.com/maps/place/The+Design+Boutique+%3D+Web+%26+SEO/data=!4m7!3m6!1s0x8085808e8685cbad:0x22024cc9ab5e08c9!8m2!3d37.79281!4d-122.405239!16s%2Fg%2F1q67sjdcv!19sChIJrcuFho6AhYARyQheq8lMAiI,https://facebook.com/TheDesignBoutiqueBranding/,https://instagram.com/dsgnboutique/,,,,https://youtube.com/channel/UCoKilO6aEd1TGljfdMQxbFw,,,,,Laney Silverman,,0,,,,,,,,,ok,,68,5,0,68,https://www.thedesignboutique.com/,https://www.google.com/maps/place/The+Design+Boutique+%3D+Web+%26+SEO/data=!4m7!3m6!1s0x8085808e8685cbad:0x22024cc9ab5e08c9!8m2!3d37.79281!4d-122.405239!16s%2Fg%2F1q67sjdcv!19sChIJrcuFho6AhYARyQheq8lMAiI?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,5.34,san francisco,Azumo,hello@azumo.co,hello@azumo.co,gosom_scraper,+1 415-610-7002,https://azumo.com,"50-60 Francisco St, San Francisco, CA 94133, United States",https://www.google.com/maps/place/Azumo/data=!4m7!3m6!1s0x8085805f99c269c1:0xcb86682f9f91a8ef!8m2!3d37.8060023!4d-122.4057559!16s%2Fg%2F11cjpdd6kv!19sChIJwWnCmV-AhYAR76iRny9ohss,https://www.facebook.com/azumohq/,,https://www.linkedin.com/company/azumo-llc/,,,,,,,,,,0,,,,,,,,,ok,,24,4.6,0,12,https://azumo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,https://www.google.com/maps/place/Azumo/data=!4m7!3m6!1s0x8085805f99c269c1:0xcb86682f9f91a8ef!8m2!3d37.8060023!4d-122.4057559!16s%2Fg%2F11cjpdd6kv!19sChIJwWnCmV-AhYAR76iRny9ohss?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,5.23,san francisco,Razorfrog Web Design,hello@razorfrog.com,hello@razorfrog.com,gosom_scraper,+1 415-480-4587,https://razorfrog.com,"1032 Irving St #984, San Francisco, CA 94122, United States",https://www.google.com/maps/place/Razorfrog+Web+Design/data=!4m7!3m6!1s0x808580629b8d92c5:0x118feda3b8e161ff!8m2!3d37.7641274!4d-122.4691665!16s%2Fg%2F1yf_9mdt5!19sChIJxZKNm2KAhYAR_2HhuKPtjxE,https://www.facebook.com/razorfrog,https://www.instagram.com/razorfrog/,https://www.linkedin.com/company/razorfrog-web-design,https://www.yelp.com/biz/razorfrog-web-design-san-francisco,,,,,,,,,0,,,,,,,,,ok,,22,4.6,1,20,https://razorfrog.com/,https://www.google.com/maps/place/Razorfrog+Web+Design/data=!4m7!3m6!1s0x808580629b8d92c5:0x118feda3b8e161ff!8m2!3d37.7641274!4d-122.4691665!16s%2Fg%2F1yf_9mdt5!19sChIJxZKNm2KAhYAR_2HhuKPtjxE?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,5.02,san francisco,Web Design Agency in San Francisco for AI and B2B companies — Lazarev.agency,hello@lazarev.agency,hello@lazarev.agency;promo@lazarev.agency;hr@lazarev.agency,gosom_scraper;gosom_scraper;gosom_scraper,+1 628-250-5204,https://www.lazarev.agency,"630 Mason St, San Francisco, CA 94108, United States",https://www.google.com/maps/place/Web+Design+Agency+in+San+Francisco+for+AI+and+B2B+companies+%E2%80%94+Lazarev.agency/data=!4m7!3m6!1s0x8085811aa226c843:0xfe2cc23c5c90f10!8m2!3d37.7894862!4d-122.4102175!16s%2Fg%2F11vq2gf7sd!19sChIJQ8gmohqBhYAREA_JxSPM4g8,https://www.facebook.com/lazarev.agency/,https://www.instagram.com/lazarev.agency/,https://www.linkedin.com/company/lazarevagency/,,,,,,,,Kyrylo Lazariev;Office Plant,,0,,,,,,,,,ok,,47,5,0,45,https://www.lazarev.agency/,https://www.google.com/maps/place/Web+Design+Agency+in+San+Francisco+for+AI+and+B2B+companies+%E2%80%94+Lazarev.agency/data=!4m7!3m6!1s0x8085811aa226c843:0xfe2cc23c5c90f10!8m2!3d37.7894862!4d-122.4102175!16s%2Fg%2F11vq2gf7sd!19sChIJQ8gmohqBhYAREA_JxSPM4g8?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,4.96,san francisco,Noz Design,noz@noz.design,noz@noz.design;hello@nozdesign.com;press@nozdesign.com,gosom_scraper;agent_browser_crawl;agent_browser_crawl,+1 415-903-0330,http://nozdesign.com,"657 Fillmore St, San Francisco, CA 94117, United States",https://www.google.com/maps/place/Noz+Design/data=!4m7!3m6!1s0x808580a486ea2a95:0x6c33ebd6bc8fcc08!8m2!3d37.7756183!4d-122.4313918!16s%2Fg%2F11btx01_p5!19sChIJlSrqhqSAhYARCMyPvNbrM2w,,http://instagram.com/noznozawa;https://www.instagram.com/noznozawa/,http://www.linkedin.com/pub/noz-nozawa/1/20a/6ba;https://www.linkedin.com/in/noz-nozawa-6ba20a1,,,https://youtube.com/playlist?list=PLpi4YdMCC439_CyF_AcdIhHNZXGmejGtw&si=c3nQgjb6gG8-dYrY,,,,,,,0,,,,,,,,,ok,,45,5,0,45,http://nozdesign.com/,https://www.google.com/maps/place/Noz+Design/data=!4m7!3m6!1s0x808580a486ea2a95:0x6c33ebd6bc8fcc08!8m2!3d37.7756183!4d-122.4313918!16s%2Fg%2F11btx01_p5!19sChIJlSrqhqSAhYARCMyPvNbrM2w?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,1,FALSE,FALSE,
D,4.81,san francisco,SF Website Design,,,,+1 415-410-4995,https://sfwebsitedesign.net,"108 Cambon Dr, San Francisco, CA 94132, United States",https://www.google.com/maps/place/SF+Website+Design/data=!4m7!3m6!1s0x808f7db4ad2fbef7:0xd60ad9cbb599e62c!8m2!3d37.7171056!4d-122.4744737!16s%2Fg%2F1yfdr59fm!19sChIJ974vrbR9j4ARLOaZtcvZCtY,,,,,,,,,,,,,0,,,,,,,,,no_email_found,,40,5,0,38,https://sfwebsitedesign.net/,https://www.google.com/maps/place/SF+Website+Design/data=!4m7!3m6!1s0x808f7db4ad2fbef7:0xd60ad9cbb599e62c!8m2!3d37.7171056!4d-122.4744737!16s%2Fg%2F1yfdr59fm!19sChIJ974vrbR9j4ARLOaZtcvZCtY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,4.73,san francisco,Mayven Studios - Software Design and Development,,,,+1 800-860-9476,https://mayvenstudios.com,"156 2nd St, San Francisco, CA 94105, United States",https://www.google.com/maps/place/Mayven+Studios+-+Software+Design+and+Development/data=!4m7!3m6!1s0x8085807d2455d8e5:0xbc1d9d28623c7acf!8m2!3d37.7871104!4d-122.3991107!16s%2Fg%2F11fxv436hd!19sChIJ5dhVJH2AhYARz3o8YiidHbw,,,,,,,,,,,,,0,,,,,,,,,no_email_found,,6,4.3,0,3,https://mayvenstudios.com/,https://www.google.com/maps/place/Mayven+Studios+-+Software+Design+and+Development/data=!4m7!3m6!1s0x8085807d2455d8e5:0xbc1d9d28623c7acf!8m2!3d37.7871104!4d-122.3991107!16s%2Fg%2F11fxv436hd!19sChIJ5dhVJH2AhYARz3o8YiidHbw?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,metro_mismatch
D,4.67,san francisco,Verbsz Marketing,icon-feather-phone@2x-1.png,icon-feather-phone@2x-1.png;icon-material-mail-outline@2x-1.png;info@verbsz.com;total-wellness@2x-300x219.png;total-wellness@2x-768x561.png,agent_browser_crawl;agent_browser_crawl;agent_browser_crawl;agent_browser_crawl;agent_browser_crawl,+1 571-303-9090,https://www.verbszmarketing.com/san-francisco-digital-marketing-agency,"50 California St Suite 1500, San Francisco, CA 94111, United States",https://www.google.com/maps/place/Verbsz+Marketing/data=!4m7!3m6!1s0x67633e43e5778291:0xc2d2af7b0d0d22d0!8m2!3d37.7939571!4d-122.3997819!16s%2Fg%2F11sb373mwf!19sChIJkYJ35UM-Y2cR0CINDXuv0sI,https://www.facebook.com/verbszmarketing,https://www.instagram.com/verbsz.marketing/,https://www.linkedin.com/in/charis-gullage/;https://www.linkedin.com/in/imsubinjoseph/;https://www.linkedin.com/in/rachel-lucado/;https://www.linkedin.com/in/saranyabalasubramaniam/;https://www.linkedin.com/in/sreekanth-saseendran/;https://www.linkedin.com/in/thejushekar/;https://www.linkedin.com/showcase/verbsz-marketing/,,,https://www.youtube.com/@verbszmarketing,,,,,,,0,,,,,,,,,ok,,36,5,0,33,https://www.verbszmarketing.com/san-francisco-digital-marketing-agency/,https://www.google.com/maps/place/Verbsz+Marketing/data=!4m7!3m6!1s0x67633e43e5778291:0xc2d2af7b0d0d22d0!8m2!3d37.7939571!4d-122.3997819!16s%2Fg%2F11sb373mwf!19sChIJkYJ35UM-Y2cR0CINDXuv0sI?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,metro_mismatch
D,4.63,san francisco,Jeff Schlarb Design Studio,info@jeffschlarb.com,info@jeffschlarb.com;jobs@jeffschlarb.com,gosom_scraper;agent_browser_crawl,+1 415-295-4567,https://www.jeffschlarb.com,"3524 Sacramento St, San Francisco, CA 94118, United States",https://www.google.com/maps/place/Jeff+Schlarb+Design+Studio/data=!4m7!3m6!1s0x808f7e36acb7be83:0xba9f4d4c8212bc58!8m2!3d37.7878936!4d-122.4508178!16s%2Fg%2F11g6qv2bhm!19sChIJg763rDZ-j4ARWLwSgkxNn7o,https://www.facebook.com/Jeff-Schlarb-Design-Studio-109880437400454;https://www.facebook.com/jeffschlarbdesign,https://www.instagram.com/jeffschlarb/,https://www.linkedin.com/in/jeff-schlarb-5373875/,,,,,,,,,,0,,,,,,,,,ok,,35,5,0,33,https://www.jeffschlarb.com/,https://www.google.com/maps/place/Jeff+Schlarb+Design+Studio/data=!4m7!3m6!1s0x808f7e36acb7be83:0xba9f4d4c8212bc58!8m2!3d37.7878936!4d-122.4508178!16s%2Fg%2F11g6qv2bhm!19sChIJg763rDZ-j4ARWLwSgkxNn7o?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,4.54,san francisco,TekRevol - Mobile App Development Company in San Francisco,info@tekrevol.com,info@tekrevol.com,gosom_scraper,+1 415-226-1313,https://www.tekrevol.com/award-winning-san-francisco-mobile-app-development,"45 Tehama St, San Francisco, CA 94105, United States",https://www.google.com/maps/place/TekRevol+-+Mobile+App+Development+Company+in+San+Francisco/data=!4m7!3m6!1s0x808581f68baca9fd:0xf002041047cf99dc!8m2!3d37.7871074!4d-122.396404!16s%2Fg%2F11hgfy97j1!19sChIJ_amsi_aBhYAR3JnPRxAEAvA,https://www.facebook.com/TekRevolOfficial/,https://www.instagram.com/tekrevol/,https://www.linkedin.com/company/tekrevol/,,,https://www.youtube.com/channel/UCuweDx9zWc2ket4n4QLUbNQ,,,,,,,0,,,,,,,,,ok,,7,4.4,0,6,https://www.tekrevol.com/award-winning-san-francisco-mobile-app-development?utm_source=google&utm_medium=gmb-san-francisco&utm_campaign=gmb-organic,https://www.google.com/maps/place/TekRevol+-+Mobile+App+Development+Company+in+San+Francisco/data=!4m7!3m6!1s0x808581f68baca9fd:0xf002041047cf99dc!8m2!3d37.7871074!4d-122.396404!16s%2Fg%2F11hgfy97j1!19sChIJ_amsi_aBhYAR3JnPRxAEAvA?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,4.52,san francisco,RiseOpp GEO & SEO Agency,,,,,https://riseopp.com,"450 Townsend St, San Francisco, CA 94107, United States",https://www.google.com/maps/place/RiseOpp+GEO+%26+SEO+Agency/data=!4m7!3m6!1s0x808f7f0649e53365:0xcb816792b04cd573!8m2!3d37.774656!4d-122.3986313!16s%2Fg%2F11sjfqzfpj!19sChIJZTPlSQZ_j4ARc9VMsJJngcs,https://www.facebook.com/RiseOppAgency,,https://www.linkedin.com/company/riseopp-inc,,,,,,,,,,0,,,,,,,,,no_email_found,,32,5,0,32,https://riseopp.com/,https://www.google.com/maps/place/RiseOpp+GEO+%26+SEO+Agency/data=!4m7!3m6!1s0x808f7f0649e53365:0xcb816792b04cd573!8m2!3d37.774656!4d-122.3986313!16s%2Fg%2F11sjfqzfpj!19sChIJZTPlSQZ_j4ARc9VMsJJngcs?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
D,4.49,san francisco,Clay,hey@clay.global,hey@clay.global,gosom_scraper,+1 415-796-6262,http://clay.global,"300 Broadway #23, San Francisco, CA 94133, United States",https://www.google.com/maps/place/Clay/data=!4m7!3m6!1s0x808580f575b0973b:0xa19d6ce2815aa46d!8m2!3d37.7986979!4d-122.4026677!16s%2Fg%2F11cs25k0cm!19sChIJO5ewdfWAhYARbaRageJsnaE,https://www.facebook.com/claydesignstudio/,https://www.instagram.com/clayglobal/,https://www.linkedin.com/company/clayglobal/,,,,,,,,,,0,,,,,,,,,ok,,23,4.8,0,15,http://clay.global/,https://www.google.com/maps/place/Clay/data=!4m7!3m6!1s0x808580f575b0973b:0xa19d6ce2815aa46d!8m2!3d37.7986979!4d-122.4026677!16s%2Fg%2F11cs25k0cm!19sChIJO5ewdfWAhYARbaRageJsnaE?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,4.43,san francisco,Startercode - Web Design | Development | Digital Marketing,startercode.dev@gmail.com,startercode.dev@gmail.com,agent_browser_crawl,+1 415-309-7270,https://startercode.dev,"41 Vernon St, San Francisco, CA 94132, United States",https://www.google.com/maps/place/Startercode+-+Web+Design+%7C+Development+%7C+Digital+Marketing/data=!4m7!3m6!1s0xa44eaab739caf8db:0xf0d97360adae1288!8m2!3d37.713293!4d-122.4682418!16s%2Fg%2F11k46vmtyr!19sChIJ2_jKObeqTqQRiBKurWBz2fA,,https://www.instagram.com/ronaldthecoder/,,https://www.yelp.com/biz/startercode-san-francisco-4?osq=startercode&override_cta=Request+a+consultation,https://www.tiktok.com/@ronaldthecoder,,,,,,,,0,,,,,,,,,ok,,30,5,0,30,https://startercode.dev/,https://www.google.com/maps/place/Startercode+-+Web+Design+%7C+Development+%7C+Digital+Marketing/data=!4m7!3m6!1s0xa44eaab739caf8db:0xf0d97360adae1288!8m2!3d37.713293!4d-122.4682418!16s%2Fg%2F11k46vmtyr!19sChIJ2_jKObeqTqQRiBKurWBz2fA?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,4.33,san francisco,Avenue Code,,,,+1 800-465-8929,http://www.avenuecode.com,"26 O'Farrell St, San Francisco, CA 94108, United States",https://www.google.com/maps/place/Avenue+Code/data=!4m7!3m6!1s0x8085808a69384abb:0xcb2c0cd2481b8cce!8m2!3d37.7869368!4d-122.4055448!16s%2Fg%2F1q62dmg6k!19sChIJu0o4aYqAhYARzowbSNIMLMs,https://www.facebook.com/airevolutioncompany/,https://www.instagram.com/aircompany.ai/,https://www.linkedin.com/company/airevolutioncompany/,,,,,,,,,,0,,,,,,,,,no_email_found,,15,4.7,0,3,http://www.avenuecode.com/,https://www.google.com/maps/place/Avenue+Code/data=!4m7!3m6!1s0x8085808a69384abb:0xcb2c0cd2481b8cce!8m2!3d37.7869368!4d-122.4055448!16s%2Fg%2F1q62dmg6k!19sChIJu0o4aYqAhYARzowbSNIMLMs?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,metro_mismatch
D,4.2,san francisco,Code Calibre | Website Design | Web Development | eCommerce Development | App Development | Digital Marketing | San Francisco,sales@codecalibre.com,sales@codecalibre.com;hr@codecalibre.com;info@codecalibre.com,gosom_scraper;gosom_scraper;agent_browser_crawl,+1 804-554-3001,https://www.codecalibre.com,"100 Pine St #1250, San Francisco, CA 94111, United States",https://www.google.com/maps/place/Code+Calibre+%7C+Website+Design+%7C+Web+Development+%7C+eCommerce+Development+%7C+App+Development+%7C+Digital+Marketing+%7C+San+Francisco/data=!4m7!3m6!1s0x8085817802a7026b:0x72e95b90d92cd104!8m2!3d37.792903!4d-122.4009678!16s%2Fg%2F11y5hzvn07!19sChIJawKnAniBhYARBNEs2ZBb6XI,https://www.facebook.com/codecalibre/,https://www.instagram.com/code_calibre/,https://www.linkedin.com/company/code-calibre/,,,,,,,,,,0,,,,,,,,,ok,,10,4.6,1,10,https://www.codecalibre.com/,https://www.google.com/maps/place/Code+Calibre+%7C+Website+Design+%7C+Web+Development+%7C+eCommerce+Development+%7C+App+Development+%7C+Digital+Marketing+%7C+San+Francisco/data=!4m7!3m6!1s0x8085817802a7026b:0x72e95b90d92cd104!8m2!3d37.792903!4d-122.4009678!16s%2Fg%2F11y5hzvn07!19sChIJawKnAniBhYARBNEs2ZBb6XI?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,metro_mismatch
D,4.19,san francisco,ArcTouch,,,,+1 415-944-2000,https://arctouch.com,"548 Market St, San Francisco, CA 94104, United States",https://www.google.com/maps/place/ArcTouch/data=!4m7!3m6!1s0x808580788badbc07:0xc304ba9780d3eb71!8m2!3d37.7898578!4d-122.400983!16s%2Fg%2F1td2zpgl!19sChIJB7yti3iAhYARcevTgJe6BMM,,,,,,,,,,,,,0,,,,,,,,,no_email_found,,25,5,0,12,https://arctouch.com/,https://www.google.com/maps/place/ArcTouch/data=!4m7!3m6!1s0x808580788badbc07:0xc304ba9780d3eb71!8m2!3d37.7898578!4d-122.400983!16s%2Fg%2F1td2zpgl!19sChIJB7yti3iAhYARcevTgJe6BMM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
